Florida,2019,63396,358402,16217,21477737,,
Georgia,1960,15461,27979,974,3943116,,
Georgia,1961,17439,29746,1129,3987000,,
Georgia,1962,18872,30436,1301,4100000,,
Georgia,1963,19400,34843,1410,4140000,,
Georgia,1964,22706,37954,1445,4294000,,
Georgia,1965,21236,38428,1297,4357000,,
Georgia,1966,24580,42070,1555,4459000,,
Georgia,1967,26667,43900,1682,4509000,,
Georgia,1968,30317,47858,2181,4588000,,
Georgia,1969,32555,54897,2895,4641000,,
Georgia,1970,41301,62812,4395,4589575,,
Georgia,1971,49003,63173,4858,4664000,,
